Este[X],Norte[Y],VA
660.0,60.0,31.301924507731375
800.0,980.0,72.70505495582637
770.0,420.0,69.8068376266369
120.0,440.0,24.00364992408281
770.0,760.0,65.19650755479782
730.0,110.0,32.02891760763927
300.0,210.0,66.86427822712658
160.0,250.0,33.266026584241445
930.0,870.0,57.45967888648241
40.0,200.0,56.25960002553831
730.0,640.0,54.02111739614054
100.0,450.0,18.106982943818924
510.0,640.0,43.00534222310553
540.0,310.0,40.89997151540369
730.0,560.0,61.20041460969992
980.0,90.0,54.42236715297232
510.0,760.0,40.3375727704524
480.0,190.0,72.33625623033677
670.0,690.0,56.71598918844551
950.0,230.0,64.14156964320259
350.0,570.0,77.08132032581975
240.0,890.0,38.82805590338071
490.0,860.0,17.918388985897106
150.0,710.0,50.26069316460379
100.0,700.0,36.2867090699818
800.0,80.0,41.147768579894844
30.0,230.0,35.87010953717777
570.0,320.0,14.090893973102084
260.0,780.0,42.281938971357604
260.0,320.0,54.93739738555111
510.0,600.0,32.75427339070899
810.0,230.0,57.86014560287356
350.0,170.0,57.510955083351774
20.0,580.0,40.17900023517099
650.0,440.0,34.3831745794637
890.0,390.0,47.610804196174975
850.0,280.0,64.30584716097599
670.0,360.0,39.65729321362519
580.0,650.0,98.7314041579485
990.0,480.0,59.95609636922997
930.0,250.0,68.04164021895468
580.0,80.0,30.933601675439643
10.0,40.0,60.75086391362764
240.0,480.0,69.23203746575507
790.0,260.0,64.36916019925013
150.0,600.0,18.21475091977425
900.0,740.0,39.76182592996034
200.0,410.0,48.51958701743478
370.0,750.0,87.40665588129326
470.0,390.0,75.30067489205328
890.0,110.0,50.1331093807491
600.0,970.0,19.045486146415517
630.0,160.0,37.98934891059004
860.0,810.0,26.657877069773228
380.0,120.0,26.317937233112968
170.0,120.0,51.00198859437467
190.0,260.0,37.56532807130364
740.0,620.0,35.19784008439677
630.0,130.0,17.066401390396855
460.0,450.0,64.50678436743152
580.0,830.0,28.375402449948822
680.0,710.0,47.99699559685823
970.0,290.0,63.29942186117893
260.0,800.0,42.65527670399874
790.0,230.0,38.21712653041014
150.0,40.0,41.52945303885858
800.0,70.0,50.90353680135553
60.0,540.0,29.48381654679696
990.0,80.0,77.54119560993252
970.0,320.0,48.81231850790793
0.0,230.0,26.422557504915158
320.0,500.0,74.29125953235058
910.0,460.0,42.3943575821341
50.0,660.0,40.694554233360954
650.0,800.0,46.23431587142452
20.0,430.0,34.08942672766247
970.0,280.0,56.02967885101482
90.0,450.0,22.83627965409654
420.0,0.0,52.07528428960836
610.0,340.0,23.66340145995209
820.0,380.0,76.40618848277019
780.0,160.0,39.392094827560456
30.0,380.0,44.18676151899371
180.0,610.0,43.774286085523634
300.0,110.0,57.95486315152292
280.0,620.0,49.59665729324241
590.0,200.0,26.606801628782424
320.0,220.0,77.97034136749036
770.0,40.0,33.617547907267635
50.0,850.0,10.006910659453709
840.0,650.0,31.401178214094017
930.0,460.0,18.714801433299805
370.0,330.0,29.122780135240617
0.0,920.0,53.53175949226144
410.0,120.0,8.006358901563033
510.0,150.0,55.23525453440953
940.0,880.0,44.67418495032866
500.0,970.0,24.855304838412867
500.0,240.0,31.13908688142987
510.0,380.0,40.58609456736574
580.0,600.0,80.06035808612191
330.0,350.0,50.774038343001855
900.0,60.0,59.49987169662327
430.0,370.0,67.54600818504217
390.0,180.0,35.24243471856488
370.0,540.0,73.00793729261653
910.0,40.0,50.80677431817169
490.0,930.0,43.06285572934488
890.0,60.0,55.02973398798354
700.0,880.0,20.8269531065422
150.0,520.0,22.639567572513847
790.0,200.0,13.108957189920798
80.0,830.0,11.54710050838311
940.0,360.0,46.81924078961058
260.0,690.0,47.237322770432186
220.0,620.0,53.70792749392814
120.0,600.0,30.980586692276123
160.0,920.0,33.84382957199262
110.0,270.0,17.197107344477278
440.0,910.0,16.831539215890686
10.0,370.0,29.37429746150086
430.0,960.0,17.470338870631434
960.0,570.0,30.47418526190645
910.0,230.0,43.97797318494437
870.0,60.0,63.74825649711291
10.0,730.0,34.102197206909196
40.0,780.0,11.437423038725672
520.0,570.0,12.191499124308542
430.0,840.0,14.569131481536342
50.0,380.0,7.570156158559598
770.0,700.0,38.63063775319654
730.0,470.0,61.198146160786365
90.0,360.0,17.45101449832051
710.0,510.0,43.89830492604901
140.0,950.0,51.240469000406506
130.0,60.0,69.10687681460608
800.0,410.0,87.57494296578417
20.0,30.0,59.462003772100545
390.0,380.0,36.100286421032294
860.0,670.0,14.668902527471776
300.0,650.0,31.936253504833513
830.0,240.0,70.35767845229716
630.0,940.0,44.78643524071555
440.0,610.0,25.001739691779072
440.0,90.0,50.94352404185345
190.0,640.0,40.31461086814748
810.0,760.0,63.90995101759158
810.0,410.0,86.46877067375142
170.0,190.0,35.33680996456416
10.0,680.0,45.38559735874684
510.0,560.0,36.933357631974836
870.0,830.0,31.3383960224702
510.0,810.0,41.24508879436418
310.0,300.0,73.68756532723212
560.0,930.0,11.6035267873944
730.0,60.0,34.163477522527195
590.0,240.0,38.171300346815556
380.0,570.0,83.9416612252262
840.0,370.0,69.31684340988556
420.0,780.0,38.26310221700001
920.0,420.0,24.82783939891209
860.0,570.0,25.869685991911812
20.0,570.0,31.419292685308225
670.0,90.0,23.951954822781115
240.0,960.0,29.993099795423454
530.0,680.0,52.44411558010682
320.0,20.0,30.84666919922404
230.0,330.0,44.23585956083776
390.0,670.0,86.8259718153991
860.0,640.0,36.44915517606299
380.0,270.0,31.848238982186707
390.0,580.0,72.17685236218679
340.0,420.0,63.85862597320891
540.0,600.0,58.3991960450371
310.0,500.0,54.01858528167218
10.0,840.0,35.66710852328488
450.0,720.0,58.91333296021338
150.0,870.0,29.03390985596859
870.0,360.0,48.59096008043351
790.0,930.0,44.45968090213668
60.0,640.0,49.28182618859419
380.0,900.0,42.54313872588678
680.0,910.0,37.32177103942831
980.0,400.0,42.08439631552303
960.0,540.0,31.798736283101714
270.0,230.0,42.83588205818134
370.0,960.0,44.20208724126623
40.0,10.0,33.24641282741986
900.0,20.0,78.78503832726155
430.0,300.0,59.27318407945813
740.0,370.0,45.10224977162605
50.0,30.0,26.217479176507393
160.0,480.0,15.481390247436448
770.0,120.0,43.727815262776126
180.0,970.0,38.82076152642156
630.0,10.0,46.408338838160155
650.0,230.0,41.23586471859514
210.0,950.0,27.691657347080735
910.0,380.0,21.051044774420454
800.0,260.0,64.15159078456949
320.0,850.0,55.218442478521794
650.0,670.0,65.34366623949762
550.0,240.0,24.016980114419543
150.0,390.0,18.821253856908033
890.0,230.0,44.97056723733635
890.0,140.0,19.878288140949476
10.0,540.0,51.588816900323685
490.0,710.0,29.494200899029877
330.0,110.0,53.100646697150594
410.0,500.0,65.17715727850256
470.0,630.0,38.70614176158223
380.0,200.0,19.669516829518408
210.0,320.0,24.85429791353623
950.0,830.0,29.40870202331853
150.0,970.0,44.30468034126606
640.0,610.0,53.50061383670107
290.0,80.0,84.95031981852951
970.0,270.0,71.26584253838837
520.0,140.0,42.94553621425288
400.0,400.0,30.872373352818762
740.0,680.0,44.876306153896586
880.0,440.0,29.52944160445606
40.0,490.0,55.60844324512938
10.0,860.0,35.413127543086304
720.0,580.0,42.71754340633437
440.0,160.0,38.12484580657248
960.0,20.0,80.93804243407851
870.0,30.0,31.164056657068812
770.0,220.0,33.799594078064416
420.0,500.0,62.33350669230636
890.0,250.0,44.99443239307204
350.0,150.0,66.30483172781464
70.0,440.0,41.07348664747851
180.0,400.0,33.320891963168336
920.0,980.0,53.70172052922551
80.0,640.0,56.05481626243808
770.0,660.0,26.17464212767614
730.0,350.0,40.415283446749015
130.0,930.0,15.50553831168672
350.0,610.0,67.91594298527312
410.0,320.0,42.38784646764974
850.0,490.0,49.90175682606286
700.0,220.0,23.257836284359225
490.0,970.0,45.516907800804475
600.0,890.0,32.36640526212568
160.0,470.0,25.546070661148487
250.0,70.0,48.14089833575608
530.0,20.0,12.088536337446623
240.0,690.0,41.40146154479336
640.0,120.0,33.49668768757451
780.0,410.0,65.90212838740497
740.0,850.0,30.90190778055375
30.0,330.0,46.17838565371317
610.0,950.0,36.839629430498455
390.0,80.0,42.660173482179594
360.0,10.0,25.21885338136394
280.0,730.0,43.40987271955283
840.0,180.0,47.66495444010587
90.0,640.0,45.41915726564686
80.0,880.0,21.945600017314916
130.0,540.0,10.913922018242186
680.0,390.0,35.26004554231231
420.0,190.0,45.81886407015482
460.0,490.0,65.08335895124003
130.0,560.0,29.568005235986533
470.0,170.0,70.31116414786167
90.0,510.0,16.113060755632386
20.0,300.0,28.77431307699551
710.0,110.0,41.71748260447036
650.0,930.0,45.7487749196366
250.0,830.0,38.09805054015204
900.0,230.0,48.933177247373386
600.0,940.0,35.881522462617085
110.0,770.0,35.79823023631382
330.0,380.0,42.434074440544144
280.0,700.0,33.2049068733263
560.0,270.0,26.115590849909825
820.0,180.0,45.06562320303816
440.0,890.0,23.374655112439804
640.0,800.0,57.300082403706085
770.0,630.0,65.6211719230664
330.0,680.0,61.203325107367974
430.0,120.0,27.588624249404198
870.0,920.0,26.792011786236777
10.0,720.0,36.18518820990481
330.0,770.0,53.91322619123118
270.0,710.0,49.57689347834015
990.0,280.0,49.39524715404437
430.0,510.0,73.38952518522726
30.0,440.0,29.6567254571779
850.0,410.0,59.50772430444475
570.0,560.0,64.02288313785175
680.0,830.0,26.724841274638827
190.0,700.0,47.55764218924631
120.0,700.0,33.62693495610381
360.0,260.0,54.079545683083694
970.0,70.0,75.25856241466946
840.0,840.0,27.319066463313554
970.0,140.0,73.48416539198055
10.0,340.0,23.339783908847252
370.0,900.0,35.1758309491384
280.0,770.0,66.09668581257671
340.0,880.0,49.5534755363911
670.0,190.0,5.828823721584605
420.0,380.0,57.94695355493592
250.0,550.0,48.400306015643544
300.0,580.0,38.325904206668994
710.0,930.0,38.8260006072525
310.0,940.0,56.89899584197559
200.0,250.0,39.57866986594921
860.0,320.0,74.70136586142513
490.0,690.0,16.13875565780414
190.0,190.0,28.417012205008156
10.0,560.0,37.30072460724475
0.0,340.0,27.597343345501557
20.0,770.0,54.89446319677862
530.0,900.0,43.26744428742033
940.0,700.0,45.433028479199194
240.0,20.0,44.209628816247275
780.0,130.0,30.461840903201974
300.0,440.0,46.92874322234533
700.0,170.0,26.8829245946733
220.0,550.0,44.868443369509826
980.0,130.0,74.02062025491412
270.0,420.0,58.40948233218648
630.0,910.0,26.522564277108
800.0,220.0,47.30801085807383
170.0,650.0,34.23294627262068
50.0,800.0,23.374079303873817
300.0,620.0,38.68188120002857
770.0,860.0,46.544725721032826
420.0,860.0,13.958687438215062
890.0,660.0,15.07507885206639
680.0,520.0,44.0659775310259
950.0,100.0,52.61279955064337
120.0,340.0,32.6388789117097
810.0,150.0,38.90381380781854
940.0,400.0,52.58557113259923
210.0,880.0,35.780028801723645
660.0,80.0,54.62113490074014
370.0,530.0,57.344068664299336
980.0,30.0,76.69030338291256
410.0,550.0,72.93418864922619
800.0,130.0,32.620645467196034
470.0,50.0,56.133337344884495
420.0,760.0,55.682611348037426
700.0,980.0,22.162947397844142
660.0,930.0,47.77945523164574
660.0,330.0,7.149007331021664
910.0,960.0,55.9613557971426
190.0,140.0,37.86982922208604
260.0,180.0,47.233787061599465
480.0,620.0,14.40969615854825
840.0,930.0,38.330235907934515
440.0,570.0,56.109774895708554
630.0,330.0,36.24677678293635
30.0,260.0,26.491332583313955
790.0,610.0,61.59838677239999
680.0,320.0,38.43987748207081
600.0,400.0,16.665835128694493
560.0,760.0,59.93008136782326
150.0,790.0,16.318150000719264
140.0,50.0,51.271049023966164
50.0,710.0,20.72242682919744
640.0,310.0,11.89948905979901
320.0,390.0,59.60020892964479
70.0,300.0,33.657681505277026
570.0,150.0,48.47490653006146
60.0,150.0,50.58364794376668
370.0,420.0,70.29240411235224
890.0,550.0,32.08010832136035
880.0,500.0,18.07642364344673
250.0,170.0,54.940312323902184
80.0,550.0,20.98616639537888
830.0,10.0,41.42014323925303
340.0,580.0,74.49923892197496
710.0,590.0,63.79710771099198
980.0,920.0,14.633843334964364
350.0,520.0,42.306053045879864
930.0,570.0,3.551003116553325
390.0,640.0,79.9821669094188
580.0,460.0,24.313851246617247
990.0,850.0,29.11730884369299
910.0,860.0,63.35955240994956
400.0,980.0,39.323784929211705
360.0,150.0,56.65360277269657
950.0,80.0,57.89680455144186
140.0,740.0,18.917178161170305
400.0,420.0,39.61230008366384
110.0,790.0,49.50490131011591
30.0,240.0,23.36038627272799
780.0,340.0,36.383354985236146
600.0,580.0,64.26847141215555
540.0,10.0,48.71825818034673
370.0,110.0,46.665363721546086
170.0,890.0,38.534485493872154
970.0,890.0,15.179068546878579
780.0,550.0,63.56336310838124
450.0,80.0,50.416771516251046
680.0,590.0,31.84578235932983
470.0,520.0,81.56557570591988
970.0,820.0,29.770306287217096
150.0,220.0,26.420643940586938
440.0,990.0,67.72174821588203
690.0,200.0,11.454260628540823
880.0,830.0,40.99951745016443
860.0,680.0,2.386846605880237
640.0,510.0,48.45830577667448
90.0,480.0,5.297579260070748
520.0,460.0,39.16552253863412
860.0,410.0,52.727771239612686
700.0,860.0,50.301125028489906
910.0,550.0,19.018453488481526
250.0,180.0,47.81185315982006
20.0,400.0,44.86930134647656
750.0,720.0,50.96113782605623
510.0,190.0,59.07296570856778
310.0,670.0,39.19239871799991
660.0,390.0,47.431633737695854
30.0,570.0,27.164407464979178
590.0,120.0,21.658026935264363
480.0,560.0,52.40224567503341
920.0,210.0,57.73240843042593
40.0,660.0,38.82558558841783
260.0,340.0,47.713202276178485
430.0,40.0,41.50553429888102
830.0,110.0,52.67756598746695
610.0,20.0,13.811201253141942
140.0,690.0,23.085326480365442
670.0,520.0,59.15715550792811
450.0,450.0,72.49179485396765
630.0,920.0,55.60239059416198
480.0,160.0,39.45404002444485
520.0,710.0,45.47076651374334
170.0,290.0,15.670478231345147
910.0,570.0,10.302976547795645
460.0,100.0,68.31245527342767
10.0,380.0,35.696448856165844
80.0,490.0,14.736558183690551
590.0,310.0,5.965546801168202
990.0,940.0,13.917309523815486
190.0,710.0,54.62597413507009
600.0,590.0,63.00916771675011
600.0,620.0,72.05543668705823
940.0,60.0,63.93985716750172
470.0,30.0,43.183670247008514
420.0,600.0,68.90311052300468
420.0,230.0,40.09359376267232
240.0,490.0,59.27523049422028
150.0,50.0,50.83631096624819
950.0,320.0,50.80502635431473
300.0,840.0,29.378835654527187
760.0,580.0,64.73829752682062
680.0,480.0,58.70099467013994
980.0,210.0,86.62425008827525
900.0,360.0,18.492180741674623
260.0,360.0,41.44465764135028
680.0,220.0,19.270393789800202
400.0,940.0,42.002800430136524
40.0,560.0,53.29993918562957
710.0,610.0,73.47646820806506
710.0,880.0,52.243593392485955
240.0,450.0,53.75363303896713
770.0,130.0,32.20496478572191
760.0,60.0,42.793310710217945
810.0,340.0,73.86912820369267
440.0,680.0,75.2519013901272
920.0,250.0,52.25752899594219
340.0,200.0,65.68747687153078
700.0,680.0,64.29550592037414
440.0,450.0,67.4491772413283
480.0,80.0,69.60001836545364
850.0,870.0,53.51324369431856
440.0,510.0,59.188249355519815
780.0,150.0,20.077739568875174
590.0,0.0,19.9262549187921
790.0,650.0,41.55189001542387
750.0,110.0,31.55794912726521
990.0,400.0,41.14245487708619
790.0,690.0,41.065370078056695
340.0,900.0,51.82467138245819
460.0,120.0,57.804911277198414
270.0,590.0,38.31004689763232
850.0,100.0,43.92913103745981
360.0,650.0,89.36139274232538
660.0,670.0,63.53737401095887
290.0,70.0,87.35124910909386
90.0,230.0,52.931159888128235
270.0,210.0,45.01741292774282
320.0,320.0,71.81486453429167
730.0,480.0,71.06748647894295
100.0,790.0,43.690410094430625
500.0,370.0,60.01040037181071
720.0,360.0,49.36464233667114
90.0,690.0,36.42745263296202
70.0,180.0,48.447316936464354
630.0,800.0,53.33366247265934
900.0,940.0,51.23955033410505
370.0,860.0,55.47258794902087
980.0,990.0,39.792939816134215
620.0,590.0,74.76699175544312
470.0,980.0,44.756347392858174
710.0,410.0,46.15148547615619
250.0,790.0,39.27311671735743
400.0,920.0,38.39748339137162
410.0,750.0,61.571455880118734
540.0,680.0,64.26137927130264
0.0,780.0,36.693969291292206
970.0,720.0,21.995126585071183
250.0,560.0,41.53188270306891
450.0,230.0,65.25719873980076
980.0,480.0,41.96770950524831
950.0,600.0,25.771713792659714
320.0,10.0,55.58056297182239
910.0,270.0,52.63695538608894
750.0,660.0,59.27246616903524
140.0,440.0,27.457355808806877
970.0,130.0,78.6800161736453
970.0,330.0,62.10428418524597
190.0,680.0,54.926965481004096
840.0,200.0,35.76972919252518
420.0,460.0,41.92223296993365
10.0,250.0,27.50781584514136
670.0,590.0,46.90354253118892
980.0,270.0,61.60430768310422
600.0,140.0,15.03015394209806
230.0,510.0,43.55768436968622
400.0,840.0,38.64152427266856
270.0,30.0,59.81749710106697
410.0,630.0,71.06478876400334
650.0,660.0,68.97652241459872
550.0,80.0,3.227384640306184
550.0,740.0,49.04816262844871
320.0,470.0,66.88865572666663
350.0,20.0,33.181240623184586
650.0,530.0,44.192492775526944
310.0,100.0,55.70153957441654
370.0,990.0,31.98108182994598
620.0,460.0,12.499057130270465
70.0,710.0,34.912066589143386
590.0,950.0,19.130177372901112
660.0,110.0,28.90079298106079
170.0,180.0,19.476113981934
180.0,490.0,22.000731097109657
120.0,450.0,41.79394502327061
970.0,460.0,31.616084514156967
490.0,770.0,14.830021609441378
60.0,630.0,57.09266402037093
470.0,230.0,58.46363257611737
140.0,280.0,27.99677020195027
340.0,810.0,51.92808508367593
470.0,830.0,19.404078702078685
50.0,920.0,6.432762164269619
680.0,880.0,53.84811134581835
600.0,530.0,37.57933158020452
850.0,180.0,37.648116095054746
370.0,100.0,45.5269576215826
270.0,400.0,85.23390738756228
240.0,170.0,45.98329442143576
980.0,660.0,29.248159305000286
380.0,430.0,42.29590264363115
120.0,680.0,35.07591835643145
330.0,310.0,72.82236669972306
680.0,820.0,38.496092458581344
580.0,400.0,31.15510035448637
10.0,660.0,59.44954210535274
10.0,810.0,47.48845301715514
440.0,770.0,47.431607833711524
850.0,570.0,38.98118009064348
30.0,360.0,18.727964357909137
850.0,690.0,16.761128485909847
440.0,10.0,44.5585070077294
280.0,890.0,47.63812975416037
270.0,110.0,60.58222712534827
410.0,920.0,42.529820636411294
220.0,470.0,37.48276337690316
160.0,30.0,56.379911635849
180.0,790.0,39.39714521636839
420.0,930.0,26.57215097911361
230.0,520.0,38.98897328582661
40.0,850.0,48.78763275095433
900.0,300.0,22.031349606588897
40.0,550.0,43.57659427824785
770.0,610.0,46.6375176785041
230.0,680.0,52.252593731841756
150.0,810.0,32.81970204438914
730.0,410.0,53.678036701380144
500.0,950.0,40.21207055676715
720.0,350.0,21.40447503606338
970.0,170.0,88.38333600593995
630.0,880.0,39.52238813117049
700.0,510.0,62.870385270412214
570.0,70.0,28.42077956947218
70.0,200.0,52.699111256377336
360.0,190.0,62.41029350300181
380.0,50.0,36.221873617542826
820.0,210.0,35.80164530659094
590.0,350.0,14.44331027878691
750.0,250.0,16.79307364944375
560.0,290.0,12.739122305057968
800.0,60.0,52.806407039704
300.0,430.0,64.14232640960198
680.0,860.0,27.208786540991962
430.0,670.0,56.82733672497846
330.0,190.0,65.20013041203498
100.0,470.0,6.8548601878048245
160.0,200.0,24.576672701582616
440.0,230.0,60.6567306848534
360.0,320.0,34.268144976586555
240.0,610.0,44.35062401793243
420.0,650.0,72.18962302646199
490.0,660.0,25.824449123960754
740.0,450.0,46.538320220793146
230.0,540.0,49.44275820679123
370.0,360.0,43.055639619424106
290.0,360.0,33.959221460593476
960.0,120.0,69.53364495645926
520.0,680.0,41.691379325985636
430.0,80.0,40.04564691239478
640.0,170.0,33.75556100527091
440.0,170.0,40.788469174810096
130.0,890.0,45.447038094039236
720.0,210.0,8.689878084682057
430.0,650.0,69.58789530078673
960.0,690.0,43.09814158171518
240.0,900.0,45.731334877157295
120.0,30.0,72.35556765065553
600.0,710.0,77.56905904564971
450.0,730.0,74.4801550866614
80.0,770.0,32.02745458760995
660.0,710.0,42.30865798754988
40.0,710.0,38.50645571756988
660.0,450.0,60.64251124774027
680.0,890.0,45.65000709800862
410.0,50.0,50.204749809871814
290.0,380.0,73.2874764389553
180.0,840.0,55.05570291730382
170.0,170.0,22.243563187480632
360.0,510.0,66.40334087965623
360.0,880.0,54.14024241894041
470.0,880.0,17.88869376843081
890.0,680.0,23.77308707086175
760.0,210.0,1.6762855134042454
100.0,120.0,59.45583122269139
110.0,30.0,63.39390479374165
950.0,410.0,43.15062841979511
600.0,310.0,22.371982929915387
290.0,740.0,39.28447006363279
110.0,90.0,51.0075425936437
480.0,730.0,45.7373829024132
260.0,350.0,48.06344042683799
990.0,590.0,33.378693188662226
440.0,390.0,67.2119281996945
650.0,210.0,31.330534903339583
580.0,300.0,16.349652946234944
390.0,620.0,69.69174622425429
270.0,220.0,51.124224685692695
980.0,750.0,29.240142761963682
790.0,120.0,15.560428854484101
490.0,910.0,43.2047562752824
580.0,470.0,18.200191030295635
120.0,720.0,41.15012600899458
340.0,760.0,47.66001251498089
570.0,830.0,37.64966478326082
980.0,390.0,39.20663258733287
280.0,780.0,58.083407603139385
230.0,860.0,35.173615418364264
630.0,630.0,58.134748930026504
900.0,720.0,15.288942146703096
800.0,240.0,62.58295651056007
930.0,10.0,64.04755298235784
990.0,220.0,75.56744522440145
550.0,770.0,40.27153825958444
430.0,680.0,66.060686675495
260.0,270.0,28.02075507109926
70.0,100.0,19.33587906218896
640.0,970.0,44.11104953861953
310.0,880.0,60.60441573821236
820.0,670.0,28.10862175600692
230.0,940.0,40.81184926363691
320.0,660.0,51.60308129935247
820.0,120.0,35.844678115532346
210.0,120.0,40.07120248813653
130.0,280.0,36.1108408144195
540.0,480.0,25.973519892761097
780.0,270.0,52.957459648334115
250.0,320.0,70.89014410164377
260.0,150.0,52.21371481181628
980.0,550.0,35.104900844271725
520.0,700.0,49.71018131954454
820.0,10.0,23.017066336169453
970.0,580.0,43.78320667761339
880.0,780.0,28.3313379223172
760.0,450.0,52.222869649935774
140.0,420.0,15.47884055526444
220.0,590.0,41.05099773342464
430.0,940.0,31.58645627699301
70.0,380.0,18.777762917500883
330.0,260.0,66.7317515930046
960.0,460.0,40.3383381221723
390.0,840.0,60.76989779125714
60.0,10.0,38.215781743566446
790.0,830.0,53.694611550782795
420.0,810.0,43.09572936568859
610.0,180.0,32.01091396847231
110.0,810.0,35.018477196319765
220.0,420.0,56.61496864532303
590.0,910.0,6.912781496768929
580.0,710.0,84.47889690825889
250.0,230.0,63.45711976693225
530.0,200.0,17.46595184585652
720.0,510.0,80.22502416366027
950.0,160.0,72.73009670753606
450.0,980.0,47.124009306516975
30.0,140.0,49.24903229951652
30.0,690.0,49.62791988678919
270.0,780.0,51.23866478789785
90.0,660.0,26.984507624312684
160.0,620.0,30.533837512109244
230.0,20.0,41.02258655795878
430.0,700.0,60.35664597837098
70.0,50.0,35.32395122674225
120.0,190.0,57.658877750560876
780.0,860.0,53.35939086498226
890.0,410.0,47.94335714164633
680.0,580.0,32.49753530143529
460.0,750.0,64.22034736012235
60.0,660.0,36.17221549455185
840.0,680.0,37.244941117101796
750.0,730.0,42.31983102359145
120.0,470.0,36.731565594036375
240.0,790.0,54.53826416926763
380.0,380.0,41.906012450030964
220.0,630.0,60.50344570785933
590.0,450.0,23.00130320661867
850.0,960.0,34.82223397685346
440.0,880.0,23.930580335138853
180.0,170.0,25.979507228682287
860.0,20.0,28.438346911531625
390.0,590.0,63.92633343739635
450.0,390.0,87.19092009864633
570.0,90.0,41.15271933087734
170.0,260.0,19.391964888834757
570.0,220.0,9.976908294744625
350.0,60.0,54.26181129763345
820.0,900.0,41.53748327400119
210.0,860.0,21.904062978440166
300.0,120.0,52.66499663415571
730.0,540.0,57.75852186697308
430.0,190.0,52.36205989899844
180.0,500.0,44.49663996686631
180.0,870.0,28.688472268690997
220.0,340.0,35.241528079113294
590.0,770.0,63.54045658509426
220.0,30.0,31.121833717694663
290.0,800.0,58.976270760771655
200.0,210.0,41.88295733038815
700.0,140.0,30.614487161953825
950.0,490.0,19.29530972215743
910.0,430.0,16.828919212904065
190.0,990.0,48.168660560905906
900.0,250.0,46.47330307040694
70.0,550.0,21.30040207844441
400.0,20.0,64.22293035741707
230.0,620.0,38.988367539655876
130.0,460.0,9.031324053002706
100.0,60.0,62.469519262605445
270.0,950.0,70.62125704371883
370.0,30.0,18.69610060689742
50.0,400.0,37.75054248441256
990.0,30.0,49.919540281363005
670.0,100.0,33.77049076664008
40.0,110.0,41.94164419460347
700.0,850.0,33.33686843053294
10.0,600.0,41.41095851903732
640.0,820.0,57.306546187910506
990.0,720.0,20.692376357088886
390.0,920.0,30.692754570382256
240.0,560.0,43.967103688090624
80.0,790.0,36.86981830389472
580.0,130.0,51.902252890387224
140.0,190.0,49.739867470616325
300.0,850.0,36.508160011685966
970.0,830.0,24.65304985926872
20.0,920.0,26.567746191606584
40.0,420.0,40.548895013746154
160.0,160.0,34.64514897414145
20.0,90.0,46.01736759728246
960.0,990.0,56.21470601532272
360.0,430.0,62.46369456670016
180.0,620.0,34.240822379056524
240.0,110.0,33.775793312232636
760.0,110.0,19.079542484672395
760.0,40.0,48.33911025803154
690.0,290.0,22.478746016307127
760.0,490.0,59.0635329577021
310.0,530.0,49.885189747855506
670.0,330.0,25.21185134937081
420.0,250.0,44.825622603183014
970.0,50.0,84.12814955927882
120.0,40.0,63.433465728668864
880.0,870.0,44.88771519373825
960.0,440.0,42.97397934413369
140.0,400.0,33.4544741846518
700.0,800.0,27.808403458976727
850.0,610.0,23.81480580768374
830.0,290.0,68.41671510979074
830.0,600.0,47.99218448685413
540.0,390.0,25.502880578016498
380.0,290.0,18.19542839774792
60.0,700.0,31.778540241718055
980.0,10.0,64.35375102914239
810.0,120.0,24.72841139574059
880.0,990.0,61.870426715274924
900.0,560.0,13.585531292504083
350.0,720.0,84.53754722935346
430.0,990.0,46.80874597538734
300.0,730.0,54.70655883992538
690.0,30.0,30.08776331576265
260.0,50.0,54.49428993552425
880.0,150.0,22.302453305458723
880.0,320.0,58.548476266053605
490.0,130.0,72.44274380935232
40.0,910.0,23.809074366122044
790.0,630.0,46.06287590198361
80.0,920.0,14.906667798507609
920.0,460.0,32.12148475553225
680.0,20.0,33.201080484783695
700.0,430.0,53.84923742902292
280.0,510.0,53.448938348416085
460.0,610.0,31.749723724405957
360.0,240.0,37.92213713764562
830.0,690.0,23.39416562338099
140.0,590.0,44.36438291920984
170.0,460.0,25.99235986056503
540.0,550.0,41.73503890033078
960.0,790.0,43.44584243710947
320.0,510.0,68.36390243659363
530.0,610.0,63.156341203726676
530.0,920.0,24.739764186930568
800.0,940.0,33.75238906238958
440.0,690.0,75.38485173942145
420.0,30.0,53.467508174669135
690.0,830.0,46.765188055677854
290.0,760.0,42.09177619413332
460.0,820.0,18.616238623204957
850.0,860.0,28.863606886411347
900.0,970.0,49.026929317521045
300.0,930.0,66.47874737804376
380.0,830.0,61.23321460471675
620.0,160.0,23.986482983609736
920.0,170.0,58.23989949339364
60.0,730.0,22.766217332704954
120.0,490.0,42.93649202315217
900.0,330.0,33.563807501374555
380.0,650.0,85.0830240799726
520.0,340.0,45.74712613103393
970.0,540.0,20.323272334641114
420.0,800.0,42.67519908829079
830.0,900.0,50.30703853805576
420.0,840.0,18.36650201083901
450.0,240.0,52.68262355537911
360.0,410.0,56.665671438996384
80.0,240.0,45.842831916685526
640.0,240.0,36.15882054425429
460.0,330.0,85.27719294537937
250.0,190.0,45.923009558929905
780.0,790.0,54.03538734602311
370.0,710.0,77.8349948996455
140.0,580.0,47.88764581260258
80.0,670.0,47.321717211268734
970.0,240.0,68.95677987796931
120.0,620.0,35.211841928041515
990.0,230.0,69.85055800133384
